case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-33686,Calder Central,3,60-74,English,Resident with family,2024-03-12,Active,,1145.07,1,1,3
C-33687,Weybridge,4,30-44,Spanish,Resident with family,2022-08-20,Active,,903.09,2,2,21
C-33688,Calder Central,4,30-44,English,Owner-occupier,2022-09-17,Active,,1026.59,2,3,18
C-33689,Northgate,4,45-59,English,No fixed abode,2022-08-17,Active,,747.75,1,1,2
C-33690,Calder Central,5,30-44,Spanish,Social tenancy,2024-11-13,Active,,814.56,0,3,12
C-33691,Calder Central,2,18-29,English,Owner-occupier,2023-12-11,Active,,697.74,1,1,0
C-33692,Weybridge,4,75+,English,No fixed abode,2023-10-12,Active,,982.76,0,0,2
C-33693,Northgate,1,60-74,English,No fixed abode,2023-07-07,Active,,502.09,1,3,0
C-33694,Calder Central,2,60-74,English,Social tenancy,2023-09-02,Suspended,,578.35,2,2,8
C-33695,Ash Hill,1,75+,English,Owner-occupier,2023-12-20,Active,,406.13,1,2,2
C-33696,Calder Central,2,30-44,Other,Owner-occupier,2023-09-10,Active,,687.32,3,3,19
C-33697,Northgate,3,75+,Other,Resident with family,2024-06-22,Active,,1034.33,0,5,13
C-33698,Northgate,4,45-59,Other,Private tenancy,2023-11-07,Active,,709.04,1,6,11
C-33699,Calder Central,4,30-44,English,Social tenancy,2023-11-14,Active,,1131.9,0,0,1
C-33700,Calder Central,1,45-59,Other,Owner-occupier,2022-12-26,Active,,407.4,2,3,3
C-33701,Calder Central,1,18-29,English,Resident with family,2021-03-30,Active,,461.29,1,3,4
C-33702,Ash Hill,4,60-74,English,Owner-occupier,2022-11-08,Closed,2025-09,1291.6,3,5,8
C-33703,Weybridge,6,18-29,Spanish,Resident with family,2025-02-15,Active,,1578.08,3,4,0
C-33704,Calder Central,2,45-59,English,No fixed abode,2022-10-21,Active,,950.17,0,2,19
C-33705,Calder Central,5,30-44,English,Social tenancy,2025-04-20,Active,,1331.48,2,2,7
C-33706,Calder Central,4,18-29,English,Private tenancy,2023-10-23,Active,,776.05,2,1,17
C-33707,Calder Central,5,45-59,English,Owner-occupier,2021-09-08,Active,,1102.13,1,0,9
C-33708,Weybridge,2,45-59,English,Social tenancy,2023-10-24,Closed,2025-10,880.19,0,3,8
C-33709,Weybridge,5,18-29,English,Private tenancy,2021-09-16,Active,,1545.38,0,2,3
C-33710,Calder Central,1,60-74,English,Resident with family,2023-12-12,Active,,739.95,0,3,10
C-33711,Northgate,1,45-59,Other,Social tenancy,2024-06-23,Active,,462.13,0,3,7
C-33712,Calder Central,3,30-44,English,Owner-occupier,2021-03-13,Closed,2025-10,787.86,0,4,12
C-33713,Northgate,3,30-44,Spanish,Owner-occupier,2024-07-19,Active,,1046.66,0,4,18
C-33714,Northgate,3,45-59,English,No fixed abode,2024-02-10,Active,,1168.45,1,0,6
C-33715,Weybridge,2,75+,English,No fixed abode,2022-10-18,Active,,675.96,0,4,1
C-33716,Ash Hill,3,75+,Spanish,Private tenancy,2022-12-24,Active,,1113.13,2,5,18
C-33717,Northgate,4,45-59,English,Owner-occupier,2023-12-07,Active,,809.72,0,2,17
C-33718,Calder Central,6,60-74,English,No fixed abode,2022-08-13,Closed,2025-10,1390.72,0,0,12
C-33719,Weybridge,2,18-29,English,Resident with family,2022-10-06,Active,,677.43,1,3,22
C-33720,Calder Central,3,30-44,English,Social tenancy,2025-05-19,Active,,642.27,2,4,1
C-33721,Ash Hill,2,75+,Other,No fixed abode,2024-10-14,Active,,594.59,3,4,14
C-33722,Northgate,3,45-59,Other,Social tenancy,2021-05-29,Active,,1140.79,1,6,5
C-33723,Calder Central,2,75+,English,Resident with family,2022-11-14,Closed,2025-09,631.57,2,1,21
C-33724,Weybridge,2,30-44,English,No fixed abode,2022-03-12,Active,,1021.63,0,0,14
C-33725,Calder Central,2,60-74,English,Social tenancy,2022-10-14,Active,,838.85,1,2,13
C-33726,Calder Central,2,18-29,Spanish,Private tenancy,2024-07-07,Active,,614.77,1,2,0
C-33727,Weybridge,1,18-29,Spanish,Social tenancy,2021-03-04,Active,,389.29,1,3,12
C-33728,Calder Central,5,30-44,English,Resident with family,2021-05-12,Closed,2025-09,1063.56,4,2,15
C-33729,Weybridge,1,30-44,English,Social tenancy,2024-05-21,Active,,710.58,1,3,18
C-33730,Calder Central,1,18-29,English,Owner-occupier,2021-05-13,Active,,551.3,1,1,21
C-33731,Northgate,3,60-74,English,No fixed abode,2025-08-16,Active,,725.2,0,3,12
C-33732,Northgate,2,30-44,Other,Social tenancy,2022-06-18,Active,,947.77,2,5,8
C-33733,Calder Central,5,45-59,Spanish,Social tenancy,2024-02-10,Active,,1294.28,2,4,5
C-33734,Northgate,3,75+,English,Private tenancy,2022-06-12,Active,,667.58,0,2,10
C-33735,Calder Central,1,60-74,English,Social tenancy,2023-05-07,Active,,394.63,0,1,14
C-33736,Ash Hill,2,60-74,Other,Resident with family,2022-07-03,Active,,626.3,1,5,12
C-33737,Weybridge,2,75+,English,Private tenancy,2021-01-30,Active,,1031.42,1,1,5
C-33738,Calder Central,1,30-44,English,Owner-occupier,2025-04-05,Active,,523.61,0,2,20
C-33739,Northgate,2,60-74,English,Resident with family,2025-04-21,Active,,813.36,1,0,17
C-33740,Calder Central,5,18-29,English,Private tenancy,2021-10-28,Active,,1307.25,1,2,0
C-33741,Northgate,2,18-29,English,Resident with family,2021-11-19,Active,,793.96,0,0,4
C-33742,Weybridge,1,60-74,Other,Private tenancy,2023-03-03,Active,,686.89,1,4,13
C-33743,Calder Central,3,60-74,English,Resident with family,2023-10-24,Active,,654.1,2,5,9
C-33744,Weybridge,2,30-44,Spanish,Social tenancy,2023-05-13,Active,,649.54,2,7,1
C-33745,Calder Central,4,30-44,English,Private tenancy,2025-03-12,Active,,1254.19,1,3,18
C-33746,Weybridge,6,45-59,Spanish,Owner-occupier,2023-06-19,Suspended,,1415.49,2,5,4
C-33747,Northgate,3,18-29,Spanish,Owner-occupier,2023-06-27,Active,,1082.66,1,2,1
C-33748,Northgate,2,30-44,English,Owner-occupier,2023-07-09,Active,,588.17,0,0,23
C-33749,Calder Central,3,18-29,Other,Owner-occupier,2021-07-06,Active,,726.61,1,5,2
C-33750,Ash Hill,1,18-29,English,No fixed abode,2021-10-08,Active,,689.31,0,4,23
C-33751,Ash Hill,1,18-29,English,No fixed abode,2022-09-20,Active,,627.82,1,1,2
C-33752,Northgate,6,45-59,English,Social tenancy,2023-08-08,Active,,1215.95,0,1,12
C-33753,Weybridge,1,75+,English,Resident with family,2022-10-02,Active,,720.11,0,2,11
C-33754,Northgate,1,30-44,Spanish,Resident with family,2022-02-09,Active,,751.5,1,5,7
C-33755,Northgate,2,60-74,English,Private tenancy,2025-02-22,Active,,602.91,1,0,11
C-33756,Northgate,3,45-59,English,No fixed abode,2022-01-28,Active,,798.21,0,1,2
C-33757,Ash Hill,1,60-74,Spanish,Owner-occupier,2021-12-01,Active,,551.85,1,3,9
C-33758,Ash Hill,2,60-74,English,Owner-occupier,2022-03-07,Active,,798.31,2,3,13
C-33759,Northgate,1,60-74,English,No fixed abode,2023-07-07,Active,,400.21,1,1,1
C-33760,Northgate,4,30-44,English,Private tenancy,2021-03-05,Suspended,,1231.13,2,0,3
C-33761,Northgate,4,45-59,English,Private tenancy,2021-06-04,Active,,1264.79,0,2,19
C-33762,Calder Central,3,30-44,English,Social tenancy,2023-04-20,Closed,2025-09,876.49,2,4,11
C-33763,Northgate,3,30-44,English,Social tenancy,2025-06-20,Suspended,,912.69,0,2,7
C-33764,Northgate,4,60-74,English,Private tenancy,2023-03-16,Active,,1191.59,0,2,13
C-33765,Calder Central,3,45-59,English,Private tenancy,2022-09-11,Active,,776.81,0,0,7
C-33766,Northgate,1,18-29,English,No fixed abode,2025-05-05,Active,,406.81,0,5,19
C-33767,Calder Central,2,75+,Spanish,Owner-occupier,2022-12-28,Active,,504.07,2,7,22
C-33768,Northgate,3,45-59,Spanish,No fixed abode,2024-11-29,Active,,1135.44,2,5,10
C-33769,Calder Central,1,30-44,English,Social tenancy,2021-08-07,Active,,607.56,1,0,15
C-33770,Northgate,3,75+,English,Social tenancy,2025-05-31,Active,,695.95,2,2,9
C-33771,Northgate,3,18-29,English,Resident with family,2022-02-26,Active,,1166.43,0,0,12
C-33772,Ash Hill,1,60-74,English,Social tenancy,2024-10-05,Active,,401.25,0,2,7
C-33773,Weybridge,1,75+,English,No fixed abode,2021-11-06,Active,,509.82,1,5,15
C-33774,Calder Central,1,30-44,English,Resident with family,2024-05-19,Active,,681.75,1,2,2
C-33775,Ash Hill,2,60-74,English,No fixed abode,2025-02-21,Active,,842.51,1,2,4
C-33776,Weybridge,3,18-29,Spanish,Social tenancy,2024-06-08,Active,,1022.02,1,6,1
C-33777,Northgate,4,75+,English,Owner-occupier,2022-05-03,Active,,817.15,1,2,16
C-33778,Calder Central,1,60-74,Other,Private tenancy,2023-09-05,Suspended,,743.64,2,3,10
C-33779,Ash Hill,2,30-44,English,Resident with family,2021-01-22,Active,,835.85,0,3,13
C-33780,Calder Central,2,60-74,English,Social tenancy,2022-04-14,Active,,634.1,0,3,7
C-33781,Weybridge,6,45-59,English,Owner-occupier,2024-09-15,Suspended,,1757.34,1,3,8
C-33782,Calder Central,5,30-44,English,Owner-occupier,2021-10-04,Active,,1203.97,1,4,9
C-33783,Weybridge,2,30-44,Other,Private tenancy,2023-03-25,Active,,762.41,1,3,19
C-33784,Calder Central,3,60-74,English,Private tenancy,2022-05-16,Active,,735.79,1,0,10
C-33785,Calder Central,2,30-44,English,No fixed abode,2024-03-15,Active,,811.97,2,0,22
C-33786,Ash Hill,1,45-59,Spanish,Owner-occupier,2021-06-08,Active,,649.55,1,5,1
C-33787,Calder Central,3,60-74,Spanish,Owner-occupier,2025-06-01,Active,,1116.71,3,4,21
C-33788,Ash Hill,5,18-29,Spanish,No fixed abode,2024-08-02,Active,,1545.97,2,5,13
C-33789,Calder Central,1,45-59,English,Resident with family,2021-05-16,Active,,457.96,0,2,19
C-33790,Northgate,4,60-74,English,Private tenancy,2024-07-19,Active,,888.75,0,3,8
C-33791,Weybridge,6,60-74,English,No fixed abode,2021-03-10,Active,,1510.97,1,3,15
C-33792,Weybridge,2,18-29,English,Owner-occupier,2023-12-15,Active,,837.55,0,0,4
C-33793,Northgate,1,18-29,English,Resident with family,2021-11-06,Active,,555.47,1,5,17
C-33794,Calder Central,2,60-74,English,Private tenancy,2022-10-28,Active,,761.54,0,1,0
C-33795,Ash Hill,4,75+,English,Private tenancy,2022-06-04,Active,,1084.24,1,2,13
C-33796,Calder Central,3,18-29,English,Resident with family,2024-07-31,Active,,820.79,0,2,23
C-33797,Weybridge,6,45-59,Other,No fixed abode,2021-05-24,Active,,1233.91,2,4,13
C-33798,Northgate,5,30-44,Spanish,Owner-occupier,2025-07-02,Active,,924.55,2,7,18
C-33799,Calder Central,4,60-74,English,Resident with family,2024-06-10,Active,,1363.26,0,0,14
C-33800,Ash Hill,3,45-59,English,Private tenancy,2025-05-07,Active,,1220.87,0,1,17
C-33801,Weybridge,6,60-74,Spanish,Owner-occupier,2021-01-03,Active,,1206.36,2,5,9
C-33802,Ash Hill,1,30-44,English,Owner-occupier,2025-07-30,Active,,636.9,0,3,8
C-33803,Northgate,2,60-74,English,Resident with family,2024-05-21,Active,,991.61,3,3,2
C-33804,Ash Hill,1,18-29,Spanish,Owner-occupier,2024-03-01,Active,,443.62,2,4,23
C-33805,Calder Central,1,18-29,English,Private tenancy,2023-05-24,Active,,708.76,1,1,0
C-33806,Northgate,3,75+,English,No fixed abode,2025-07-22,Active,,1238.54,0,1,15
C-33807,Calder Central,3,45-59,Spanish,Private tenancy,2021-05-25,Active,,1163.74,1,6,19
C-33808,Weybridge,1,18-29,English,No fixed abode,2022-05-01,Active,,377.13,1,1,15
C-33809,Calder Central,2,30-44,English,Private tenancy,2023-10-30,Active,,583.64,1,1,8
C-33810,Weybridge,3,60-74,English,Resident with family,2023-01-26,Active,,891.77,1,4,7
C-33811,Calder Central,2,60-74,English,No fixed abode,2022-09-01,Active,,1010.73,0,3,0
C-33812,Ash Hill,4,60-74,English,Resident with family,2021-12-29,Active,,726.71,0,3,2
C-33813,Northgate,1,75+,English,Private tenancy,2023-02-22,Active,,543.71,0,3,6
C-33814,Weybridge,4,75+,English,Resident with family,2022-11-19,Active,,953.27,0,3,4
C-33815,Calder Central,2,60-74,English,Owner-occupier,2021-06-25,Active,,978.15,2,2,15
C-33816,Weybridge,1,18-29,English,Social tenancy,2022-09-26,Active,,493.93,3,2,14
C-33817,Calder Central,2,60-74,Other,Social tenancy,2022-01-01,Active,,716.5,1,5,8
C-33818,Weybridge,6,18-29,English,Social tenancy,2022-03-04,Closed,2025-09,1788.56,1,3,10
C-33819,Ash Hill,2,30-44,English,Owner-occupier,2021-04-22,Active,,722.79,0,0,11
C-33820,Northgate,3,18-29,English,Social tenancy,2021-01-01,Active,,962.6,0,4,23
C-33821,Northgate,2,45-59,English,Owner-occupier,2025-05-02,Active,,755.07,1,2,8
C-33822,Calder Central,1,45-59,English,Owner-occupier,2021-09-29,Active,,694.2,1,0,23
C-33823,Weybridge,2,30-44,English,Private tenancy,2024-11-25,Active,,765.45,1,4,0
C-33824,Calder Central,1,45-59,English,Social tenancy,2025-05-09,Active,,382.2,0,3,10
C-33825,Ash Hill,6,18-29,English,Private tenancy,2022-05-30,Closed,2025-10,1479.44,0,0,21
C-33826,Calder Central,5,18-29,English,Owner-occupier,2022-07-21,Suspended,,1136.39,0,2,17
C-33827,Ash Hill,3,60-74,English,Resident with family,2022-03-31,Active,,1056.06,1,1,10
C-33828,Northgate,1,60-74,English,Private tenancy,2021-02-18,Active,,513.79,1,4,4
C-33829,Weybridge,2,30-44,Other,Resident with family,2021-09-30,Active,,592.24,2,4,23
C-33830,Calder Central,2,18-29,English,Owner-occupier,2025-06-17,Active,,870.69,1,3,11
C-33831,Calder Central,1,75+,English,Owner-occupier,2021-10-16,Active,,577.98,0,2,20
C-33832,Ash Hill,4,75+,English,Owner-occupier,2024-03-20,Active,,1151.95,1,0,3
C-33833,Calder Central,3,45-59,English,No fixed abode,2021-03-29,Active,,785.57,1,2,6
C-33834,Ash Hill,1,45-59,Other,No fixed abode,2021-10-03,Suspended,,555.52,1,6,4
C-33835,Weybridge,5,45-59,English,No fixed abode,2025-07-16,Active,,1639.18,0,0,15
C-33836,Northgate,4,60-74,English,Resident with family,2023-05-10,Active,,949.65,1,2,8
C-33837,Ash Hill,3,30-44,Other,No fixed abode,2024-11-18,Active,,723.09,0,3,16
C-33838,Ash Hill,3,30-44,Other,Social tenancy,2023-06-14,Active,,745.83,1,3,14
C-33839,Northgate,1,60-74,English,Social tenancy,2022-09-09,Active,,546.7,1,2,7
C-33840,Northgate,3,60-74,English,Resident with family,2023-06-16,Active,,824.32,0,2,21
C-33841,Ash Hill,4,45-59,English,Owner-occupier,2024-06-06,Suspended,,1310.53,0,0,7
C-33842,Calder Central,4,60-74,English,Resident with family,2021-08-20,Active,,871.34,1,2,1
C-33843,Ash Hill,4,30-44,Spanish,Owner-occupier,2021-04-13,Active,,1106.2,2,6,8
C-33844,Calder Central,1,18-29,English,Owner-occupier,2021-11-02,Active,,379.16,0,2,11
C-33845,Ash Hill,3,30-44,English,Social tenancy,2023-08-11,Suspended,,1225.32,0,0,1
C-33846,Ash Hill,3,60-74,English,Private tenancy,2022-10-19,Active,,1003.09,0,1,12
C-33847,Calder Central,1,60-74,English,Owner-occupier,2023-01-02,Active,,572.82,2,0,12
C-33848,Calder Central,1,30-44,English,Private tenancy,2022-04-13,Active,,420.28,0,1,2
C-33849,Ash Hill,3,75+,English,Social tenancy,2022-12-03,Active,,951.85,2,0,14
C-33850,Ash Hill,3,18-29,English,No fixed abode,2024-10-16,Active,,726.06,1,1,10
C-33851,Calder Central,4,75+,Other,Resident with family,2024-03-25,Active,,1059.67,1,4,4
C-33852,Ash Hill,4,45-59,English,Private tenancy,2021-06-22,Active,,1359.49,0,3,19
C-33853,Northgate,1,30-44,Spanish,Owner-occupier,2022-02-03,Active,,595.44,2,5,23
C-33854,Weybridge,2,60-74,English,Private tenancy,2022-08-12,Active,,974.68,0,2,19
C-33855,Weybridge,1,30-44,English,Social tenancy,2021-02-17,Active,,523.26,0,2,22
C-33856,Ash Hill,6,30-44,English,Owner-occupier,2025-07-14,Active,,1667.84,1,3,11
C-33857,Calder Central,2,60-74,English,No fixed abode,2024-09-14,Active,,726.9,0,2,16
C-33858,Ash Hill,3,60-74,English,Owner-occupier,2024-12-15,Active,,971.33,1,0,2
C-33859,Ash Hill,1,75+,English,Social tenancy,2024-05-28,Active,,413.31,2,0,10
C-33860,Northgate,5,45-59,Other,Private tenancy,2021-11-13,Active,,962.56,0,4,17
C-33861,Weybridge,4,30-44,English,No fixed abode,2022-08-13,Active,,1178.57,0,2,9
C-33862,Calder Central,1,60-74,English,Owner-occupier,2023-02-22,Active,,497.61,4,2,16
C-33863,Weybridge,1,60-74,English,Private tenancy,2025-01-06,Active,,655.14,0,3,2
C-33864,Northgate,2,75+,English,Resident with family,2024-04-07,Active,,530.34,0,0,7
C-33865,Calder Central,1,30-44,English,Resident with family,2023-09-26,Active,,393.53,2,5,2
C-33866,Weybridge,1,60-74,English,Social tenancy,2021-05-18,Active,,637.99,0,4,6
C-33867,Northgate,4,75+,English,Social tenancy,2022-08-01,Active,,1326.51,2,2,18
C-33868,Northgate,3,60-74,English,No fixed abode,2021-03-21,Active,,644.8,0,2,19
C-33869,Ash Hill,2,60-74,English,Owner-occupier,2025-08-19,Active,,983.46,0,0,15
C-33870,Weybridge,4,18-29,English,Private tenancy,2023-05-04,Active,,1405.28,0,0,20
C-33871,Weybridge,1,45-59,Spanish,Social tenancy,2021-05-09,Suspended,,442.48,2,3,4
C-33872,Calder Central,4,30-44,Spanish,Social tenancy,2021-09-24,Active,,835.54,3,4,9
C-33873,Weybridge,1,45-59,English,Private tenancy,2024-10-26,Active,,648.93,2,1,1
C-33874,Ash Hill,2,45-59,English,No fixed abode,2025-08-06,Active,,1002.92,0,5,5
C-33875,Calder Central,3,45-59,English,Social tenancy,2021-04-06,Active,,615.55,1,3,18
C-33876,Calder Central,1,45-59,Spanish,Social tenancy,2022-05-16,Active,,504.43,2,5,1
C-33877,Northgate,4,30-44,Other,Social tenancy,2024-10-14,Active,,1196.73,2,3,15
C-33878,Calder Central,3,60-74,English,Owner-occupier,2024-03-08,Active,,1239.98,2,1,21
C-33879,Weybridge,2,30-44,English,Resident with family,2023-09-13,Active,,878.69,0,3,1
C-33880,Calder Central,2,45-59,English,Resident with family,2022-04-23,Active,,610.0,0,1,13
C-33881,Calder Central,4,30-44,English,Social tenancy,2021-11-22,Active,,1109.31,2,3,11
C-33882,Weybridge,3,60-74,English,Private tenancy,2022-05-07,Active,,1179.37,1,1,14
C-33883,Calder Central,6,60-74,English,Social tenancy,2021-02-04,Active,,1040.59,1,1,4
C-33884,Northgate,5,60-74,English,Private tenancy,2024-09-25,Active,,1567.45,1,0,17
C-33885,Calder Central,2,75+,English,Social tenancy,2024-09-13,Active,,514.36,1,3,15
C-33886,Weybridge,1,60-74,English,No fixed abode,2022-08-06,Active,,669.35,2,2,21
C-33887,Calder Central,1,30-44,English,Social tenancy,2023-08-27,Active,,561.63,0,0,20
C-33888,Calder Central,2,18-29,English,Resident with family,2022-06-10,Active,,979.63,1,3,23
C-33889,Weybridge,3,45-59,English,Owner-occupier,2025-08-20,Suspended,,1076.67,0,1,8
C-33890,Northgate,1,18-29,English,No fixed abode,2025-03-25,Active,,676.31,1,3,7
C-33891,Calder Central,4,18-29,English,No fixed abode,2024-09-29,Active,,1408.49,0,2,9
C-33892,Northgate,2,45-59,English,Private tenancy,2024-06-22,Active,,808.67,2,0,0
C-33893,Weybridge,5,75+,English,No fixed abode,2023-08-26,Active,,1616.98,1,2,15
C-33894,Calder Central,1,75+,English,Owner-occupier,2021-06-03,Active,,692.33,1,1,10
C-33895,Calder Central,1,18-29,English,Owner-occupier,2022-05-04,Active,,759.33,0,2,15
C-33896,Calder Central,2,18-29,Spanish,Owner-occupier,2025-06-20,Active,,800.63,3,5,8
C-33897,Weybridge,5,45-59,English,Private tenancy,2023-11-04,Active,,915.85,0,2,6
C-33898,Calder Central,1,45-59,Spanish,No fixed abode,2023-09-03,Active,,722.74,2,6,7
C-33899,Northgate,1,30-44,English,Owner-occupier,2021-11-22,Active,,592.06,1,1,10
C-33900,Calder Central,4,60-74,English,Owner-occupier,2022-06-15,Active,,1266.6,0,1,13
C-33901,Calder Central,5,75+,English,Private tenancy,2023-04-16,Active,,1015.69,1,0,6
C-33902,Calder Central,2,45-59,English,No fixed abode,2023-05-03,Active,,884.4,1,1,1
C-33903,Weybridge,2,30-44,Spanish,Owner-occupier,2022-08-31,Active,,739.98,4,4,22
C-33904,Weybridge,1,75+,English,Owner-occupier,2025-05-19,Active,,539.97,0,3,4
C-33905,Northgate,3,30-44,English,Owner-occupier,2023-11-19,Active,,1095.89,1,0,10
C-33906,Calder Central,3,45-59,English,Resident with family,2021-08-25,Closed,2025-12,1229.51,1,0,23
C-33907,Northgate,1,60-74,Spanish,Owner-occupier,2022-10-26,Active,,534.37,1,5,0
C-33908,Weybridge,1,30-44,English,No fixed abode,2025-07-02,Active,,756.01,0,1,13
C-33909,Calder Central,1,30-44,English,No fixed abode,2025-01-09,Active,,451.29,0,2,2
C-33910,Northgate,3,30-44,Spanish,Social tenancy,2025-05-28,Active,,1226.94,3,5,7
C-33911,Calder Central,1,30-44,Other,Owner-occupier,2022-11-24,Closed,2025-10,576.51,2,5,17
C-33912,Calder Central,2,45-59,English,No fixed abode,2021-08-15,Active,,891.46,0,4,19
C-33913,Calder Central,1,60-74,Other,Owner-occupier,2023-03-27,Active,,374.66,1,5,5
C-33914,Ash Hill,2,60-74,Other,No fixed abode,2024-10-18,Active,,966.16,3,5,22
C-33915,Northgate,2,45-59,Other,Private tenancy,2022-03-15,Active,,783.2,1,5,11
C-33916,Calder Central,2,75+,English,No fixed abode,2022-11-22,Active,,587.19,0,1,4
C-33917,Weybridge,4,60-74,English,Private tenancy,2022-10-26,Active,,1149.87,0,0,6
C-33918,Northgate,1,45-59,English,Owner-occupier,2024-11-08,Active,,417.59,1,0,23
C-33919,Calder Central,2,30-44,English,Private tenancy,2022-10-24,Active,,926.28,1,2,5
C-33920,Ash Hill,1,45-59,English,Private tenancy,2021-02-04,Active,,657.62,1,4,0
C-33921,Weybridge,2,60-74,English,Resident with family,2024-07-07,Active,,616.42,2,1,21
C-33922,Calder Central,5,45-59,English,Resident with family,2021-05-09,Active,,998.37,1,4,7
C-33923,Ash Hill,1,60-74,English,Private tenancy,2023-03-24,Active,,492.61,0,2,6
C-33924,Calder Central,2,30-44,English,Private tenancy,2022-03-17,Active,,610.48,0,2,19
C-33925,Ash Hill,3,60-74,English,Private tenancy,2025-03-26,Active,,1115.57,1,0,3
C-33926,Northgate,2,18-29,English,Resident with family,2021-01-16,Active,,675.3,3,2,10
