case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-30760,4.39,4.39,0,3,0,,No strong administrative-activity warning detected.
C-31393,4.37,4.37,0,2,0,,No strong administrative-activity warning detected.
C-33091,4.37,4.37,0,4,0,,No strong administrative-activity warning detected.
C-32539,4.36,4.36,0,5,0,,No strong administrative-activity warning detected.
C-32796,4.36,4.36,3,4,0,,No strong administrative-activity warning detected.
C-34185,4.36,4.36,0,4,0,,No strong administrative-activity warning detected.
C-31263,4.36,4.36,0,2,0,,No strong administrative-activity warning detected.
C-33336,4.35,4.35,0,0,0,,No strong administrative-activity warning detected.
C-32814,4.35,4.35,0,1,0,,No strong administrative-activity warning detected.
C-30526,4.35,4.35,0,4,0,,No strong administrative-activity warning detected.
C-30503,4.34,4.34,1,5,0,,No strong administrative-activity warning detected.
C-31153,4.34,4.34,0,0,0,,No strong administrative-activity warning detected.
C-31164,4.33,4.33,1,1,0,,No strong administrative-activity warning detected.
C-30976,4.33,4.33,0,3,0,,No strong administrative-activity warning detected.
C-33822,4.32,4.32,1,0,0,,No strong administrative-activity warning detected.
C-31257,4.31,4.31,1,0,0,,No strong administrative-activity warning detected.
C-31112,4.29,4.29,1,2,0,,No strong administrative-activity warning detected.
C-33884,4.28,4.28,1,0,0,,No strong administrative-activity warning detected.
C-32597,4.28,4.28,1,0,0,,No strong administrative-activity warning detected.
C-34117,4.28,4.28,2,0,0,,No strong administrative-activity warning detected.
C-30591,4.28,4.28,0,5,0,,No strong administrative-activity warning detected.
C-30266,4.28,4.28,0,4,0,,No strong administrative-activity warning detected.
C-32986,4.28,4.28,0,1,0,,No strong administrative-activity warning detected.
C-33435,4.27,4.27,2,2,0,,No strong administrative-activity warning detected.
C-33577,4.27,4.27,1,2,0,,No strong administrative-activity warning detected.
C-31070,4.27,4.27,1,0,0,,No strong administrative-activity warning detected.
C-30493,4.25,4.25,0,2,0,,No strong administrative-activity warning detected.
C-31891,4.25,4.25,2,0,0,,No strong administrative-activity warning detected.
C-32723,4.24,4.24,0,1,0,,No strong administrative-activity warning detected.
C-31817,4.24,4.24,0,0,0,,No strong administrative-activity warning detected.
C-33742,4.21,4.21,1,4,0,,No strong administrative-activity warning detected.
C-31230,4.21,4.21,1,1,0,,No strong administrative-activity warning detected.
C-33266,4.2,4.2,0,3,0,,No strong administrative-activity warning detected.
C-31047,4.2,4.2,1,3,0,,No strong administrative-activity warning detected.
C-30849,4.2,4.2,1,3,0,,No strong administrative-activity warning detected.
C-31386,4.19,4.19,1,0,0,,No strong administrative-activity warning detected.
C-31473,4.18,4.18,0,4,0,,No strong administrative-activity warning detected.
C-34092,4.18,4.18,2,5,0,,No strong administrative-activity warning detected.
C-31034,4.18,4.18,2,2,0,,No strong administrative-activity warning detected.
C-31363,4.18,4.18,2,3,0,,No strong administrative-activity warning detected.
C-31005,4.17,4.17,1,4,0,,No strong administrative-activity warning detected.
C-30141,4.17,4.17,0,3,0,,No strong administrative-activity warning detected.
C-34077,4.17,4.17,2,1,0,,No strong administrative-activity warning detected.
C-31989,4.16,4.16,1,4,0,,No strong administrative-activity warning detected.
C-33929,4.16,4.16,0,3,0,,No strong administrative-activity warning detected.
C-31212,4.16,4.16,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32812,4.15,4.15,0,5,0,,No strong administrative-activity warning detected.
C-31852,4.15,4.15,2,5,0,,No strong administrative-activity warning detected.
C-31809,4.15,4.15,0,1,0,,No strong administrative-activity warning detected.
C-32247,4.15,4.15,2,3,0,,No strong administrative-activity warning detected.
C-31896,4.15,4.15,3,0,0,,No strong administrative-activity warning detected.
C-33761,4.14,4.14,0,2,0,,No strong administrative-activity warning detected.
C-32417,4.13,4.13,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30674,4.11,4.11,1,1,0,,No strong administrative-activity warning detected.
C-30542,4.1,4.1,3,5,0,,No strong administrative-activity warning detected.
C-34006,4.1,4.1,0,4,0,,No strong administrative-activity warning detected.
C-31259,4.1,4.1,1,3,0,,No strong administrative-activity warning detected.
C-31124,4.09,4.09,0,2,0,,No strong administrative-activity warning detected.
C-31917,4.09,4.09,0,2,0,,No strong administrative-activity warning detected.
C-33376,4.08,4.08,3,1,0,,No strong administrative-activity warning detected.
C-30246,4.08,4.08,0,0,0,,No strong administrative-activity warning detected.
C-31253,4.08,4.08,2,2,0,,No strong administrative-activity warning detected.
C-30829,4.08,4.08,0,0,0,,No strong administrative-activity warning detected.
C-31249,4.07,4.07,0,0,0,,No strong administrative-activity warning detected.
C-33232,4.07,4.07,2,2,0,,No strong administrative-activity warning detected.
C-32456,4.06,4.06,0,1,0,,No strong administrative-activity warning detected.
C-30630,4.05,4.05,1,2,0,,No strong administrative-activity warning detected.
C-30479,4.04,4.04,0,1,0,,No strong administrative-activity warning detected.
C-32617,4.04,4.04,0,0,0,,No strong administrative-activity warning detected.
C-31042,4.04,4.04,0,2,0,,No strong administrative-activity warning detected.
C-33099,4.04,4.04,0,3,0,,No strong administrative-activity warning detected.
C-31190,4.03,4.03,0,2,0,,No strong administrative-activity warning detected.
C-31283,4.03,4.03,1,1,0,,No strong administrative-activity warning detected.
C-33216,4.02,4.02,1,3,0,,No strong administrative-activity warning detected.
C-33746,4.02,4.02,2,5,0,,No strong administrative-activity warning detected.
C-30793,4.02,4.02,2,0,0,,No strong administrative-activity warning detected.
C-31937,4.01,4.01,1,4,0,,No strong administrative-activity warning detected.
C-32297,4.0,4.0,1,2,0,,No strong administrative-activity warning detected.
C-32542,3.99,3.99,0,3,0,,No strong administrative-activity warning detected.
C-33901,3.99,3.99,1,0,0,,No strong administrative-activity warning detected.
C-30608,3.98,3.98,1,1,0,,No strong administrative-activity warning detected.
C-31375,3.98,3.98,0,3,0,,No strong administrative-activity warning detected.
C-34168,3.98,3.98,1,2,0,,No strong administrative-activity warning detected.
C-30061,3.97,3.97,2,1,0,,No strong administrative-activity warning detected.
C-33503,3.97,3.97,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30687,3.97,3.97,0,2,0,,No strong administrative-activity warning detected.
C-33170,3.97,3.97,1,2,0,,No strong administrative-activity warning detected.
C-32234,3.97,3.97,0,1,0,,No strong administrative-activity warning detected.
C-31971,3.96,3.96,1,0,0,,No strong administrative-activity warning detected.
C-30972,3.96,3.96,2,0,0,,No strong administrative-activity warning detected.
C-30533,3.95,3.95,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31737,3.95,3.95,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30071,3.94,3.94,0,1,0,,No strong administrative-activity warning detected.
C-33211,3.94,3.94,3,3,0,,No strong administrative-activity warning detected.
C-31118,3.94,3.94,1,5,0,,No strong administrative-activity warning detected.
C-30749,3.94,3.94,2,2,0,,No strong administrative-activity warning detected.
C-33808,3.94,3.94,1,1,0,,No strong administrative-activity warning detected.
C-31361,3.94,3.94,0,2,0,,No strong administrative-activity warning detected.
C-32688,3.94,3.94,1,2,0,,No strong administrative-activity warning detected.
C-31276,3.93,3.93,0,0,0,,No strong administrative-activity warning detected.
C-34036,3.92,3.92,2,2,0,,No strong administrative-activity warning detected.
C-31324,3.91,3.91,1,2,0,,No strong administrative-activity warning detected.
C-31795,3.9,3.9,1,0,0,,No strong administrative-activity warning detected.
C-33274,3.9,3.9,2,2,0,,No strong administrative-activity warning detected.
C-32307,3.9,3.9,1,3,0,,No strong administrative-activity warning detected.
C-32693,3.89,3.89,0,2,0,,No strong administrative-activity warning detected.
C-33017,3.89,3.89,0,1,0,,No strong administrative-activity warning detected.
C-33194,3.88,3.88,2,4,0,,No strong administrative-activity warning detected.
C-34066,3.87,3.87,1,1,0,,No strong administrative-activity warning detected.
C-31161,3.87,3.87,1,1,0,,No strong administrative-activity warning detected.
C-34081,3.86,3.86,1,1,0,,No strong administrative-activity warning detected.
C-30772,3.86,3.86,1,0,0,,No strong administrative-activity warning detected.
C-30185,3.86,3.86,0,0,0,,No strong administrative-activity warning detected.
C-31203,3.85,3.85,0,3,0,,No strong administrative-activity warning detected.
C-30391,3.83,3.83,1,5,0,,No strong administrative-activity warning detected.
C-30082,3.83,3.83,0,0,0,,No strong administrative-activity warning detected.
C-33437,3.83,3.83,0,3,0,,No strong administrative-activity warning detected.
C-33328,3.82,3.82,1,1,0,,No strong administrative-activity warning detected.
C-31981,3.82,3.82,2,4,0,,No strong administrative-activity warning detected.
C-32304,3.8,3.8,0,2,0,,No strong administrative-activity warning detected.
C-33764,3.79,3.79,0,2,0,,No strong administrative-activity warning detected.
C-30759,3.78,3.78,1,5,0,,No strong administrative-activity warning detected.
C-32059,3.77,3.77,3,1,0,,No strong administrative-activity warning detected.
C-30013,3.76,3.76,0,5,0,,No strong administrative-activity warning detected.
C-32511,3.76,3.76,1,5,0,,No strong administrative-activity warning detected.
C-32423,3.76,3.76,1,0,0,,No strong administrative-activity warning detected.
C-31766,3.76,3.76,1,2,0,,No strong administrative-activity warning detected.
C-30339,3.76,3.76,1,3,0,,No strong administrative-activity warning detected.
C-31010,3.75,3.75,1,2,0,,No strong administrative-activity warning detected.
C-33555,3.75,3.75,1,1,0,,No strong administrative-activity warning detected.
C-31168,3.75,3.75,1,4,0,,No strong administrative-activity warning detected.
C-31440,3.74,3.74,1,0,0,,No strong administrative-activity warning detected.
C-30311,3.73,3.73,1,0,0,,No strong administrative-activity warning detected.
C-30014,3.73,3.73,0,1,0,,No strong administrative-activity warning detected.
C-33174,3.73,3.73,0,1,0,,No strong administrative-activity warning detected.
C-33253,3.72,3.72,0,2,0,,No strong administrative-activity warning detected.
C-32332,3.72,3.72,2,3,0,,No strong administrative-activity warning detected.
C-31193,3.71,3.71,1,1,0,,No strong administrative-activity warning detected.
C-31242,3.7,3.7,0,0,0,,No strong administrative-activity warning detected.
C-30133,3.7,3.7,0,2,0,,No strong administrative-activity warning detected.
C-33355,3.69,3.69,1,3,0,,No strong administrative-activity warning detected.
C-30803,3.68,3.68,2,2,0,,No strong administrative-activity warning detected.
C-33297,3.68,3.68,2,2,0,,No strong administrative-activity warning detected.
C-32642,3.68,3.68,0,3,0,,No strong administrative-activity warning detected.
C-32152,3.68,3.68,2,0,0,,No strong administrative-activity warning detected.
C-30806,3.67,3.67,0,0,0,,No strong administrative-activity warning detected.
C-32427,3.67,3.67,0,0,0,,No strong administrative-activity warning detected.
C-33040,3.67,3.67,2,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30811,3.67,3.67,3,0,0,,No strong administrative-activity warning detected.
C-31160,3.66,3.66,1,0,0,,No strong administrative-activity warning detected.
C-30575,3.65,3.65,0,0,0,,No strong administrative-activity warning detected.
C-32317,3.64,3.64,0,2,0,,No strong administrative-activity warning detected.
C-31806,3.64,3.64,1,4,0,,No strong administrative-activity warning detected.
C-31954,3.62,3.62,2,0,0,,No strong administrative-activity warning detected.
C-31421,3.62,3.62,1,1,0,,No strong administrative-activity warning detected.
C-32045,3.61,3.61,1,4,0,,No strong administrative-activity warning detected.
C-31886,3.6,3.6,1,0,0,,No strong administrative-activity warning detected.
C-31955,3.6,3.6,0,1,0,,No strong administrative-activity warning detected.
C-34008,3.58,3.58,0,3,0,,No strong administrative-activity warning detected.
C-32686,3.57,3.57,1,0,0,,No strong administrative-activity warning detected.
C-34152,3.54,3.54,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30427,3.53,3.53,0,0,0,,No strong administrative-activity warning detected.
C-31388,3.53,3.53,2,2,0,,No strong administrative-activity warning detected.
C-32199,3.52,3.52,2,4,0,,No strong administrative-activity warning detected.
C-32517,3.51,3.51,0,1,0,,No strong administrative-activity warning detected.
C-31217,3.51,3.51,2,3,0,,No strong administrative-activity warning detected.
C-31657,3.49,3.49,3,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30934,3.49,3.49,0,5,0,,No strong administrative-activity warning detected.
C-33400,3.49,3.49,0,2,0,,No strong administrative-activity warning detected.
C-30715,3.45,3.45,0,2,0,,No strong administrative-activity warning detected.
C-32985,3.45,3.45,0,2,0,,No strong administrative-activity warning detected.
C-33483,3.44,3.44,0,1,0,,No strong administrative-activity warning detected.
C-33070,3.43,3.43,1,2,0,,No strong administrative-activity warning detected.
C-33292,3.42,3.42,1,2,0,,No strong administrative-activity warning detected.
